업종명,업소명,업소소재지(도로명),업소소재지(지번),소재지전화
미용업(피부),박서연 스킨케어,"경기도 고양시 일산서구 대화로 362, 고양농수산물종합유통센터 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2324번지  고양농수산물종합유통센터 ,
미용업(피부),뽑자슈가링 일산점 왁싱 (BBOB:JA일산점),"경기도 고양시 일산서구 중앙로 1456, 서현프라자 2층 209 일부호 (주엽동)",경기도 고양시 일산서구 주엽동 18번지 2호  서현프라자 2층 209 읿호,
미용업(피부),리즈에스테,"경기도 고양시 일산서구 한류월드로 300, 고양 원마운트 2066호 (대화동)",경기도 고양시 일산서구 대화동 2606번지  고양 원마운트 2066호,
미용업(피부),유.힐링뷰티,"경기도 고양시 일산서구 원일로73번길 25, 3층 일부호 (일산동)",경기도 고양시 일산서구 일산동 589번지 12호  3층 일부 ,
미용업(피부),엔젤 피부&바디,"경기도 고양시 일산서구 대화로 136, 대화동 대성프라자 104(일부)호 (대화동)",경기도 고양시 일산서구 대화동 867번지 2호  대화동 대성프라자 ,
미용업(피부),아띠스테,"경기도 고양시 일산서구 중앙로 1559, 씨티타워 602일부호 (대화동)",경기도 고양시 일산서구 대화동 2222번지 3호  씨티타워 602일부호,
미용업(피부),갈바레이디,"경기도 고양시 일산동구 경의로 329, 1층 110호 (마두동, 백마마을상가동)",경기도 고양시 일산동구 마두동 717번지  백마마을상가동 1층 110호 ,
미용업(피부),왁싱853,"경기도 고양시 일산동구 정발산로42번길 60 (장항동, 웨스턴853, 221호)","경기도 고양시 일산동구 장항동 853번지 1호  웨스턴853, 221호 ",
미용업(피부),뷰티시크릿 왁싱,"경기도 고양시 일산동구 무궁화로 20-38 (장항동, 로데오탑 218호)",경기도 고양시 일산동구 장항동 757번지  로데오탑 218호 ,
미용업(피부),이·떼 뷰티앤헬스,"경기도 고양시 일산동구 장백로 172, 302호 (장항동, 금강프라자)",경기도 고양시 일산동구 장항동 898번지 1호  금강프라자 302호,
미용업(피부),일산왁싱& 뷰티,"경기도 고양시 일산동구 무궁화로 20-38, 306(일부)호 (장항동, 로데오탑)",경기도 고양시 일산동구 장항동 757번지  로데오탑 306호 일부 ,
미용업(피부),동궁피부관리실,"경기도 고양시 일산동구 중앙로 1123, 지하1층 일부호 (백석동, 흰돌마을2단지아파트)",경기도 고양시 일산동구 백석동 1351번지  흰돌마을2단지아파트 상가동 지하1층 일부호 ,
미용업(피부),waxing 거기,"경기도 고양시 일산동구 백마로 195 (장항동, 일산방송COMPLEX 방송관련시설 2-2177호)",경기도 고양시 일산동구 장항동 869번지  일산방송COMPLEX방송관련시설 2-2177호 ,
미용업(피부),소네피트,"경기도 고양시 일산동구 호수로 662 (장항동, 삼성라끄빌 202호)",경기도 고양시 일산동구 장항동 751번지  외 1필지 202호 ,
미용업(피부),아이보리,"경기도 고양시 일산동구 중앙로 1305-56 (장항동, 라페스타 D동 208호)",경기도 고양시 일산동구 장항동 765번지  외 3필지 라페스타 D동 208호 ,
미용업(피부),그레이스왁싱,"경기도 고양시 덕양구 화중로130번길 48, 삼원프라자 202(일부)호 (화정동)",경기도 고양시 덕양구 화정동 906번지  삼원프라자 202호 일부 ,
미용업(피부),에스테티아 일산라페스타점,"경기도 고양시 일산동구 무궁화로 18 (장항동, 남정씨티프라자1, 301호)","경기도 고양시 일산동구 장항동 760번지  남정씨티프라자1, 301호 ",
미용업(피부),이쁨 더하기,"경기도 고양시 일산동구 중앙로 1305-56 (장항동, 라페스타 D동 220-1)",경기도 고양시 일산동구 장항동 765번지  외 3필지 라페스타 D동 220-1 ,
미용업(피부),여우뷰티,"경기도 고양시 덕양구 신원로 7, 엘도라도빌딩 1동 1(일부)층 (신원동)",경기도 고양시 덕양구 신원동 641번지 2호  엘도라도빌딩 1동 1(일부)층 ,
미용업(피부),스파블리스,"경기도 고양시 일산동구 정발산로 15, 204호 (장항동)",경기도 고양시 일산동구 장항동 863번지 1호  외1필지 204호,
미용업(피부),약손명가 에스테틱 일산점,"경기도 고양시 일산동구 정발산로 43-20 (장항동,센트럴프라자 312호)",경기도 고양시 일산동구 장항동 846번지  센트럴프라자 312호 ,
미용업(피부),리본 테라피,"경기도 고양시 일산동구 중앙로 1191 (장항동, 굿모닝법조타운1, 505호)","경기도 고양시 일산동구 장항동 890번지 5호  굿모닝법조타운1, 505호 ",
미용업(피부),벨르바디,"경기도 고양시 일산동구 백마로 223 (장항동, 현대 에뜨레보 203호)",경기도 고양시 일산동구 장항동 852번지  현대 에뜨레보 203호 ,
미용업(피부),스킨&스파,"경기도 고양시 일산동구 중앙로 1206, 9층 일부호 (마두동, 뉴코아백화점일산점)",경기도 고양시 일산동구 마두동 797번지  뉴코아백화점일산점 9층일부 ,
미용업(피부),Mgs 힐링,"경기도 고양시 일산동구 정발산로 43-20 (장항동, 센트럴프라자 313호일부)",경기도 고양시 일산동구 장항동 846번지  센트럴프라자 313호일부 ,
미용업(피부),미에스테틱,"경기도 고양시 일산동구 중앙로1275번길 38-10, 우림로데오스위트 2층 224호 일부호 (장항동)",경기도 고양시 일산동구 장항동 771번지 1호  우림로데오스위트 ,
미용업(피부),린에스테틱,"경기도 고양시 덕양구 도래울로 42-4, 메인프라자 202호 (도내동)",경기도 고양시 덕양구 도내동 1093번지  메인프라자 202호,
미용업(피부),페이스밸런스,"경기도 고양시 일산서구 주화로 42, 주엽프라자 3층 302-1호 (주엽동)",경기도 고양시 일산서구 주엽동 102번지 1호   ,
미용업(피부),BROWROOM(브로우룸),"경기도 고양시 일산동구 중앙로 1227 (장항동, 동양메이저타워 110호)",경기도 고양시 일산동구 장항동 849번지  동양메이저타워 110호 ,
미용업(피부),네일리윤,"경기도 고양시 일산동구 호수로 662 (장항동, 삼성라끄빌 206호일부)",경기도 고양시 일산동구 장항동 751번지  외 1필지 삼성라끄빌 206호일부 ,
미용업(피부),YH 피부관리,"경기도 고양시 덕양구 호국로 828, 3층 (성사동)",경기도 고양시 덕양구 성사동 519번지 8호  3층 전체 ,
미용업(피부),약손명가에스테틱(일산화정점),"경기도 고양시 덕양구 화신로272번길 57, 3(일부)층 (화정동)",경기도 고양시 덕양구 화정동 970번지 5호  3(일부)층 ,
미용업(피부),스킨블라썸,"경기도 고양시 일산동구 대산로31번길 29, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 690번지 6호   ,
미용업(피부),바디케어,"경기도 고양시 일산동구 중산로 247 (중산동, 중산프라자, 302호)","경기도 고양시 일산동구 중산동 1560번지 1호  외 1필지, 302호 ",
미용업(피부),더바디플레이스,"경기도 고양시 일산동구 중앙로1275번길 38-10, 2층 218호 (장항동, 우림로데오스위트)",경기도 고양시 일산동구 장항동 771번지 1호   ,
미용업(피부),웰스타일,"경기도 고양시 일산동구 정발산로42번길 60, 웨스턴853 2층 202호 (장항동)",경기도 고양시 일산동구 장항동 853번지 1호   ,
미용업(피부),다함 beauty by COLOR,"경기도 고양시 일산동구 무궁화로 42-28, 일산프라자 3층 305일부호 (장항동)",경기도 고양시 일산동구 장항동 776번지  일산프라자 ,
미용업(피부),윤블리피부#,"경기도 고양시 일산동구 호수로446번길 30-8, 1층 전체호 (백석동)",경기도 고양시 일산동구 백석동 1446번지 7호  1층 전체 ,
미용업(피부),봄 에스테틱,"경기도 고양시 일산동구 정발산로 27 (장항동, 진원프라자 5층일부)",경기도 고양시 일산동구 장항동 859번지 1호  진원프라자 5층일부 ,
미용업(피부),러블리 뷰티,"경기도 고양시 일산동구 중앙로1275번길 38-31 (장항동, 일산 라페스타A 126-1호)",경기도 고양시 일산동구 장항동 766번지  일산 라페스타A 126-1호 ,
미용업(피부),모나리자,"경기도 고양시 일산동구 중앙로 1171, 현대프리젠트 460호 (장항동)",경기도 고양시 일산동구 장항동 895번지  현대프리젠트 ,
미용업(피부),호수 피부미용,"경기도 고양시 일산동구 무궁화로 8-38 (장항동, 호수그린오피스텔 지하1층 B-02호)",경기도 고양시 일산동구 장항동 752번지 1호  호수그린오피스텔 지하1층 B-02호 ,
미용업(피부),아름다운여우 스킨케어,"경기도 고양시 일산동구 고봉로 20-26 (장항동, 코오롱레이크폴리스-111A동 205호)","경기도 고양시 일산동구 장항동 745번지  외 2필지, 코오롱레이크폴리스-111A동 205호 ",
미용업(종합),미크뷰티최,"경기도 고양시 덕양구 무원로 48 (행신동,1층일부)",경기도 고양시 덕양구 행신동 726번지  1층일부 ,070 -8958-3005
미용업(종합),송미용타운,"경기도 고양시 덕양구 고양대로1369번길 43 (성사동,(1층))",경기도 고양시 덕양구 성사동 697번지 13호  (1층) ,070 -8210-8223
미용업(종합),SALON DE 방성원헤어,"경기도 고양시 일산동구 일산로 205-1, 106호 (마두동, 백마마을상가동)",경기도 고양시 일산동구 마두동 739번지  백마마을상가동 106호,070 -7786-7860
미용업(종합),하늘헤어,"경기도 고양시 일산동구 중산로 99, 106호 (중산동, 하늘마을상가동 )",경기도 고양시 일산동구 중산동 1680번지  하늘마을상가동 106동 ,070 -4202-1122
미용업(종합),미소헤어샵,"경기도 고양시 일산동구 하늘마을1로 23, 102호 (중산동, 하늘마을상가동)",경기도 고양시 일산동구 중산동 1800번지  하늘마을상가동 102호,031 -977 -1707
미용업(종합),H네일뷰티샵,"경기도 고양시 일산동구 중산로 70, 2동 1층 105호 (중산동, 일산센트럴아이파크)",경기도 고양시 일산동구 중산동 1841번지  일산센트럴아이파크 ,031 -976 -3131
미용업(종합),천연머리염색방,"경기도 고양시 일산서구 일청로12번길 9 (일산동,3동 1층(일부))",경기도 고양시 일산서구 일산동 617번지 20호  3동 1층(일부) ,031 -976 -0098
미용업(종합),커트클럽,"경기도 고양시 일산동구 탄중로 316 (중산동,솔샘프라자 102호)",경기도 고양시 일산동구 중산동 1562번지  솔샘프라자 102호 ,031 -975 -4535
미용업(종합),얼짱몸짱,"경기도 고양시 덕양구 화중로 60 (화정동, 화정종합상가611호)",경기도 고양시 덕양구 화정동 983번지  화정종합상가 611호 ,031 -972 -0972
미용업(종합),민트헤어샵,"경기도 고양시 일산동구 위시티1로 7, 2층 202호 (식사동, 위시티블루밍5단지 상가2)",경기도 고양시 일산동구 식사동 1565번지  위시티블루밍5단지 상가2 2층 202호 202호,031 -969 -5664
미용업(종합),헤어바이준,"경기도 고양시 덕양구 도래울로 105, 2층 202호 (도내동, 아카메디 )",경기도 고양시 덕양구 도내동 957번지  아카메디 202호,031 -966 -8788
미용업(종합),파코메리뷰티스테이,"경기도 고양시 일산동구 위시티2로11번길 45, 상가동 214호 (식사동, 위시티일산자이주상복합)",경기도 고양시 일산동구 식사동 1528번지  위시티일산자이주상복합 상가동 214호,031 -965 -1255
미용업(종합),미뷰티샵,"경기도 고양시 덕양구 호국로 797 (주교동, 대동피렌체주상복합아파트213호 )",경기도 고양시 덕양구 주교동 615번지  대동피렌체주상복합아파트213호 ,031 -964 -0998
미용업(종합),아이디헤어뷰티클러스터,"경기도 고양시 일산서구 한류월드로 300 (대화동, 고양원마운트 2038호일부)",경기도 고양시 일산서구 대화동 2606번지  고양원마운트 2038호일부 ,031 -961 -6700
미용업(종합),공지현뷰티샵,"경기도 고양시 일산동구 일산로 38, 309호 (백석동, 우림오피스텔)",경기도 고양시 일산동구 백석동 1309번지   ,031 -932 -8788
미용업(종합),더예뻐에스테틱,"경기도 고양시 덕양구 화신로272번길 58, 5층 509호, 516호 (화정동, 영프라자빌딩)","경기도 고양시 덕양구 화정동 972번지  영프라자빌딩 509, 516호 ",031 -932 -8725
미용업(종합),아이디헤어백석점,"경기도 고양시 일산동구 강송로 33, 지하1층 일부호 (백석동, 일산요진와이시티 판매문화시설)",경기도 고양시 일산동구 백석동 1237번지  일산요진와이시티 판매문화시설 지하1층 일부호 ,031 -932 -6873
미용업(종합),닥터포헤어일산점,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔1 2층 A-262호 (장항동)",경기도 고양시 일산동구 장항동 868번지  웨스턴돔1 ,031 -931 -5588
미용업(종합),후네일,"경기도 고양시 일산동구 정발산로 24 (장항동,웨스턴돔2 B-248)",경기도 고양시 일산동구 장항동 868번지  웨스턴돔2 B-248 ,031 -931 -5248
미용업(종합),스페셜 아이디헤어,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔1 I-201호,I-202호,A-305호 (장항동)",경기도 고양시 일산동구 장항동 868번지  웨스턴돔1 ,031 -931 -5011
미용업(종합),미드림네일,"경기도 고양시 일산서구 주화로 70 (주엽동, 일산우신프라자빌딩 308호)",경기도 고양시 일산서구 주엽동 109번지 1호  일산우신프라자빌딩 308호 ,031 -924 -3956
