업종,상호명,영업소도로명소재지,전화번호
인터넷컴퓨터게임시설제공업,ACDC PC방,"경기도 고양시 일산서구 일현로 32, 301,302호 (탄현동, 파워프라자2)",
인터넷컴퓨터게임시설제공업,일산pc방,"경기도 고양시 일산서구 원일로 114, 나동 1층 일부호 (일산동)",
인터넷컴퓨터게임시설제공업,파우PC방,"경기도 고양시 일산동구 강송로 115, 지하층 B05호 (백석동)",031-904-2832
인터넷컴퓨터게임시설제공업,샹떼pc방,"경기도 고양시 일산서구 산현로 7, 205호 (탄현동)",
인터넷컴퓨터게임시설제공업,놀피씨방,"경기도 고양시 일산서구 일현로 159, 2층 (탄현동, 탄현동근생빌딩)",
인터넷컴퓨터게임시설제공업,센터PC방,"경기도 고양시 덕양구 중앙로 442, 304,305호 (행신동, 아성프라자)",
인터넷컴퓨터게임시설제공업,P양과C군 PC방,"경기도 고양시 덕양구 은빛로 43, 401호 (화정동,은하수빌딩)",
인터넷컴퓨터게임시설제공업,GREEN PC ZONE,"경기도 고양시 일산서구 탄현로6번길 25-22, 1층 (탄현동)",
인터넷컴퓨터게임시설제공업,다락PC방,"경기도 고양시 덕양구 푸른마을로 34-6  (고양동,선빌딩 4층)",
인터넷컴퓨터게임시설제공업,두꺼비PC죤,"경기도 고양시 덕양구 호국로779번길 26  (주교동,1층 일부)",
인터넷컴퓨터게임시설제공업,그린,"경기도 고양시 일산동구 무궁화로 32-23, 203호 일부호 (장항동, 우림보보카운티2)",
인터넷컴퓨터게임시설제공업,스트레이트,"경기도 고양시 덕양구 토당로168번길 40  (토당동,1층 일부)",
인터넷컴퓨터게임시설제공업,캡틴PC방,"경기도 고양시 덕양구 원당로33번길 7  (주교동,1층)",
인터넷컴퓨터게임시설제공업,엄지 PC방,"경기도 고양시 일산동구 일산로 67, 명성프라자 지층 101,102,103,104호 (백석동)",
인터넷컴퓨터게임시설제공업,견우,경기도 고양시 덕양구 혜음로 71  (고양동),
인터넷컴퓨터게임시설제공업,크루즈pc resort,"경기도 고양시 일산서구 중앙로 1576 (대화동, 태진빌딩 비101호, 비102호)",
인터넷컴퓨터게임시설제공업,라인업(화정점),"경기도 고양시 덕양구 화신로 278 (화정동,세일빌딩지하1층)",
인터넷컴퓨터게임시설제공업,샹떼,경기도 고양시 덕양구 호국로 821  (주교동),
인터넷컴퓨터게임시설제공업,쏘닉,경기도 고양시 덕양구 보광로 2  (고양동),
인터넷컴퓨터게임시설제공업,Skybridge PC방,"경기도 고양시 일산동구 일산로 38  (백석동,우림보보카운티 304~306호)",
인터넷컴퓨터게임시설제공업,PAVV PC,"경기도 고양시 일산동구 중산로 247, 201, 202호 (중산동,중산프라자)",
인터넷컴퓨터게임시설제공업,PAVV PC,"경기도 고양시 일산동구 탄중로425번길 3, 2층 (중산동)",
인터넷컴퓨터게임시설제공업,PC파크,"경기도 고양시 일산동구 고봉로 20-21, B동 119호 (장항동,양우로데오랜드)",
인터넷컴퓨터게임시설제공업,gallery PC,"경기도 고양시 일산동구 고봉로278번길 11, 202호 (중산동, 대림프라자)",
인터넷컴퓨터게임시설제공업,탑 PC방,"경기도 고양시 일산동구 호수로 340-28, 216호 (백석동, 비잔티움일산2단지)",031-903-2185
인터넷컴퓨터게임시설제공업,행운PC방,"경기도 고양시 일산서구 원일로 114, 나동 1층 (일산동)",
인터넷컴퓨터게임시설제공업,PC PRESSO PC방,"경기도 고양시 일산동구 동국로 18, 202호 (식사동, 연합빌딩)",
인터넷컴퓨터게임시설제공업,하나해바PC방,"경기도 고양시 일산서구 원일로 82 (일산동, 2층 일부)",
인터넷컴퓨터게임시설제공업,스타PC방,"경기도 고양시 덕양구 혜음로 50, 108호 (고양동)",
인터넷컴퓨터게임시설제공업,PC월드,"경기도 고양시 일산동구 무궁화로 20-38, 111호 (장항동, 로데오탑)",
인터넷컴퓨터게임시설제공업,긱스타(식사점),"경기도 고양시 일산동구 위시티2로11번길 31, 스타타워 202, 203, 204호 (식사동)",
인터넷컴퓨터게임시설제공업,하이앤드PC방,"경기도 고양시 일산동구 일산로 46, 202-1호 (백석동)",
인터넷컴퓨터게임시설제공업,넷지노(NETSINO),"경기도 고양시 일산동구 무궁화로 20-38, 211호 (장항동, 로데오탑)",
인터넷컴퓨터게임시설제공업,아이센스리그 PC방,"경기도 고양시 일산동구 일산로 204, B101, 102호 (마두동, 동신상가)",
인터넷컴퓨터게임시설제공업,올리브PC,"경기도 고양시 일산동구 일산로 447, 301호 (정발산동)",
인터넷컴퓨터게임시설제공업,장항PC,"경기도 고양시 일산동구 중앙로1275번길 60-21, 207호 (장항동, 크리스탈빌딩)",
인터넷컴퓨터게임시설제공업,ACDC2 PC방,"경기도 고양시 일산서구 일현로 28, 3층 (탄현동)",
인터넷컴퓨터게임시설제공업,인투스 PC방,"경기도 고양시 일산서구 송산로 343, 204호 (가좌동, 송포프라자)",
인터넷컴퓨터게임시설제공업,애니락PC방,"경기도 고양시 덕양구 마상로154번길 17, 2층 (성사동)",
인터넷컴퓨터게임시설제공업,골드PC방,"경기도 고양시 일산동구 무궁화로 43-55, 102호 (장항동, 성우사카르타워)",
인터넷컴퓨터게임시설제공업,시즌플러스 PC방,"경기도 고양시 일산동구 숲속마을1로 137, 3층호 (풍동)",
인터넷컴퓨터게임시설제공업,유니크PC방,"경기도 고양시 덕양구 호국로 798, 2층 (성사동, 삼성홈타워오피스텔)",
인터넷컴퓨터게임시설제공업,황금PC,"경기도 고양시 일산서구 가좌로 14, 202호 (가좌동, 송천프라자)",
인터넷컴퓨터게임시설제공업,NIC PC방,"경기도 고양시 일산동구 고봉로 32-20, 301&303호 (장항동, M3빌딩)",
인터넷컴퓨터게임시설제공업,PC랜드,"경기도 고양시 일산동구 무궁화로 12, C동 103호 (장항동, 한라밀라트)",
인터넷컴퓨터게임시설제공업,쿠거존PC,"경기도 고양시 덕양구 호국로790번길 17, 301-304호 (성사동, 영프라자)",031-901-1111
인터넷컴퓨터게임시설제공업,한게임PC,"경기도 고양시 덕양구 화중로130번길 36, 101호 (화정동,신유프라자)",
인터넷컴퓨터게임시설제공업,지중해,"경기도 고양시 덕양구 원당로59번길 3-11, 101호 (주교동, 원웅빌딩)",
인터넷컴퓨터게임시설제공업,3pop PC방,"경기도 고양시 덕양구 고양대로1384번길 9 (성사동,신원당프라자 지하1층)",
인터넷컴퓨터게임시설제공업,7(세븐) PC방,"경기도 고양시 일산동구 중앙로 1171, B131호 (장항동, 현대프리젠트)",
인터넷컴퓨터게임시설제공업,MAJOR PC방,"경기도 고양시 일산동구 장백로 178, 302-1, 301-B호 (장항동, 뉴욕프라자)",
인터넷컴퓨터게임시설제공업,시즌PC카페(SEASON PC CAFE),"경기도 고양시 덕양구 충장로 24, 2층 (행신동)",
인터넷컴퓨터게임시설제공업,샹떼PC방 화정점,"경기도 고양시 덕양구 화신로260번길 47, 5층 502호 (화정동, 첼시빌딩)",
인터넷컴퓨터게임시설제공업,NIC PC방,"경기도 고양시 일산동구 정발산로 33, 401, 405호 (장항동, 낙원프라자)",
인터넷컴퓨터게임시설제공업,아이센스PC방(일산동점),"경기도 고양시 일산서구 원일로 127-2, 2층 (일산동)",
인터넷컴퓨터게임시설제공업,제노PC방(행신점),"경기도 고양시 덕양구 충장로 11, 3층 (행신동, 동진빌딩)",
인터넷컴퓨터게임시설제공업,컨트롤PC방,"경기도 고양시 일산동구 일산로 16, 202호 (백석동, 디아뜨크리스탈)",919-6607
인터넷컴퓨터게임시설제공업,JOKER PC,"경기도 고양시 덕양구 은빛로 41, 102-1호 (화정동, 대경프라자)",
인터넷컴퓨터게임시설제공업,아주아조아PC,"경기도 고양시 덕양구 서정마을1로 20-10, 304,305호 (행신동, 근영타워)",
인터넷컴퓨터게임시설제공업,제노PC(탄현점),"경기도 고양시 일산서구 일현로 50, 4층 (탄현동)",
인터넷컴퓨터게임시설제공업,세븐PC,"경기도 고양시 덕양구 원당로33번길 35, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,골드PC,"경기도 고양시 덕양구 화신로272번길 34, 204호 (화정동, 미주프라자)",
인터넷컴퓨터게임시설제공업,스타PC & Cafe,"경기도 고양시 덕양구 호국로 822, 210~213호 (성사동, 명지캐럿86)",
인터넷컴퓨터게임시설제공업,한게임PC,"경기도 고양시 덕양구 충장로 11, 107호 (행신동, 동진프라자)",
인터넷컴퓨터게임시설제공업,바닐라PC방,"경기도 고양시 일산동구 견달산로 227, 107호 (식사동, 대창빌딩)",
인터넷컴퓨터게임시설제공업,클래스PC방,"경기도 고양시 덕양구 권율대로 886, 501호 (신원동, 호평프라자)",02-381-6100
인터넷컴퓨터게임시설제공업,하늘다리 PC방,"경기도 고양시 일산서구 일중로 78, 501호 (일산동)",
인터넷컴퓨터게임시설제공업,해피로PC일산정발산점,"경기도 고양시 일산동구 일산로 457, 5층 (정발산동)",
인터넷컴퓨터게임시설제공업,갤러리PC방,"경기도 고양시 일산서구 가좌로 34-4, 2층 (가좌동, 음송프라자)",
인터넷컴퓨터게임시설제공업,케이탑PC,"경기도 고양시 덕양구 지도로35번길 22, 2층 (토당동)",
인터넷컴퓨터게임시설제공업,3POP 화정점,"경기도 고양시 덕양구 화신로272번길 38, 6층 (화정동, 성보월드빌딩)",
인터넷컴퓨터게임시설제공업,대박 PC,"경기도 고양시 일산동구 무궁화로 37, 206호 (장항동, 노블리제)",
인터넷컴퓨터게임시설제공업,홀릭PC방,"경기도 고양시 덕양구 호국로789번길 7, 5층 501,502호 (주교동)",
인터넷컴퓨터게임시설제공업,더샵PC방 중산점,"경기도 고양시 일산동구 탄중로431번길 3, 2층 (중산동, 중산빌딩)",
인터넷컴퓨터게임시설제공업,맥스피드 PC,"경기도 고양시 덕양구 권율대로 894, 2층 (신원동, 새한일프라자)",
인터넷컴퓨터게임시설제공업,PC매니아,"경기도 고양시 일산서구 일중로 55, 1층 (일산동)",
인터넷컴퓨터게임시설제공업,긱스타PC방(GEEK STAR),"경기도 고양시 일산서구 대화로156번길 16, 2층 (대화동)",
인터넷컴퓨터게임시설제공업,글로와PC방,"경기도 고양시 덕양구 도래울로 103, 301,302호 (도내동)",
인터넷컴퓨터게임시설제공업,더캠프PC방 마두캠프,"경기도 고양시 일산동구 장백로 184, 501호 (장항동, 우신프라자)",
인터넷컴퓨터게임시설제공업,베스트PC방,"경기도 고양시 일산동구 숲속마을로 26, 301~2호호 (풍동, 풍동프라자)",
인터넷컴퓨터게임시설제공업,능곡PC방,"경기도 고양시 덕양구 토당로 52, 101호 (토당동, 능곡역프라자)",
인터넷컴퓨터게임시설제공업,PC SHOW,"경기도 고양시 일산동구 일산로 443, 201호 (정발산동, 백석프라자)",
인터넷컴퓨터게임시설제공업,3POP(쓰리팝) PC방,"경기도 고양시 일산서구 고양대로 734, 2층 (일산동)",
인터넷컴퓨터게임시설제공업,익투스PC,"경기도 고양시 덕양구 충경로 48, 403호 (행신동, 진일프라자2차)",
인터넷컴퓨터게임시설제공업,PC 나라,"경기도 고양시 덕양구 고양대로1369번길 25, 201호 (성사동)",
인터넷컴퓨터게임시설제공업,퍼플펍PC방,"경기도 고양시 일산동구 고봉로 20-21, 301~303호 (장항동, 양우로데오랜드)",
인터넷컴퓨터게임시설제공업,제닉스 아레나 PC,"경기도 고양시 덕양구 화신로260번길 36, 205,206,207호 (화정동, 뉴밀레니엄타워)",
인터넷컴퓨터게임시설제공업,대박PC방,경기도 고양시 일산서구 덕산로 73 (구산동),
인터넷컴퓨터게임시설제공업,스마일PCzone,경기도 고양시 일산서구 원일로 79 (일산동),
인터넷컴퓨터게임시설제공업,피시클럽,"경기도 고양시 덕양구 원당로33번길 2, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,관산PC,"경기도 고양시 덕양구 통일로 778, 1층 (관산동)",
인터넷컴퓨터게임시설제공업,더엑스PC화정점,"경기도 고양시 덕양구 화중로130번길 32, 4층 401호 (화정동, 파스텔프라자)",
인터넷컴퓨터게임시설제공업,ㅋㅋㅋPC방,"경기도 고양시 덕양구 화신로272번길 58, B166-1호 (화정동, 영프라자빌딩)",
인터넷컴퓨터게임시설제공업,ㅎㅎㅎPC방,"경기도 고양시 덕양구 화신로272번길 58, B166-2호 (화정동, 영프라자빌딩)",
인터넷컴퓨터게임시설제공업,ㅎㅎㅎ-2 PC방,"경기도 고양시 덕양구 화신로272번길 58, B166호 (화정동, 영프라자빌딩)",
인터넷컴퓨터게임시설제공업,토투PC방,"경기도 고양시 일산동구 중앙로1275번길 38-5, 401, 403호 (장항동, 이레21빌딩)",
인터넷컴퓨터게임시설제공업,아이센스PC방 라페스타점,"경기도 고양시 일산동구 무궁화로 31-17, 304, 305호 (장항동, 엔담프라자)",
인터넷컴퓨터게임시설제공업,PC타임,"경기도 고양시 일산서구 일현로 34, 101호 (탄현동, 우경드림빌)",
인터넷컴퓨터게임시설제공업,원PC,경기도 고양시 일산동구 장대길 226-101 (장항동),
인터넷컴퓨터게임시설제공업,두꺼비PC,"경기도 고양시 덕양구 행당로 2, 104호 (토당동, 가남프라자)",
인터넷컴퓨터게임시설제공업,골드PC,경기도 고양시 일산동구 강송로87번길 8-14 (백석동),
인터넷컴퓨터게임시설제공업,천지PC방,경기도 고양시 일산동구 장항로 134 (백석동),
인터넷컴퓨터게임시설제공업,탑PC방,"경기도 고양시 덕양구 중앙로468번길 16, 201,202호 (행신동)",
인터넷컴퓨터게임시설제공업,대박PC방,"경기도 고양시 일산동구 고봉로620번길 86, 가동 우측호 (성석동)",
인터넷컴퓨터게임시설제공업,놀이터PC방,"경기도 고양시 일산서구 중앙로 1567, 3층 304호 (대화동, 대화프라자)",
인터넷컴퓨터게임시설제공업,대박 PC,"경기도 고양시 덕양구 지도로 40-1, 1층 (토당동, 지도빌딩)",
인터넷컴퓨터게임시설제공업,로드PC방 (ROAD PC방),"경기도 고양시 덕양구 충장로 14, 5층 (행신동, 글로리아프라자)",
인터넷컴퓨터게임시설제공업,PC뫼,"경기도 고양시 덕양구 중앙로468번길 16, 105호 (행신동)",
인터넷컴퓨터게임시설제공업,apM PC Cafe(에이피엠 피씨 카페),"경기도 고양시 일산서구 산현로17번길 7-10, 3층 (탄현동)",
인터넷컴퓨터게임시설제공업,PDS PC방 중산점,"경기도 고양시 일산동구 하늘마을1로 14, 404, 405, 406호 (중산동, 일산 조은프라자1)",
인터넷컴퓨터게임시설제공업,맥스피드 PC방,"경기도 고양시 덕양구 도래울로 104, 305,306호 (도내동, KB골든타워)",
인터넷컴퓨터게임시설제공업,라페PC방,"경기도 고양시 일산동구 고봉로 20-21, 113호 (장항동, 양우로데오랜드)",
인터넷컴퓨터게임시설제공업,해피데이PC방,"경기도 고양시 일산서구 중앙로 1371, 2층 (주엽동, 강선마을 복합상가동)",
인터넷컴퓨터게임시설제공업,골드PC,"경기도 고양시 일산서구 덕이로 209, 1층 (덕이동)",
인터넷컴퓨터게임시설제공업,VIP PC,"경기도 고양시 일산동구 무궁화로 19-14, 112호 (장항동, 로데오존)",
인터넷컴퓨터게임시설제공업,바닐라PC,"경기도 고양시 덕양구 원당로59번길 8, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,수바닐라PC방,"경기도 고양시 덕양구 마상로114번길 42, 102호 (주교동, 용암빌딩)",
인터넷컴퓨터게임시설제공업,벙커PC,"경기도 고양시 덕양구 서정마을1로 4-9, 401,402,403호 (행신동, 미라클프라자)",
인터넷컴퓨터게임시설제공업,코모도PC방,"경기도 고양시 일산동구 정발산로 38, 304호 (장항동, 장항동이스턴시티)",
인터넷컴퓨터게임시설제공업,SEVEN PC방,"경기도 고양시 일산서구 주화로 210, 2층 (대화동, 우리프라자)",
인터넷컴퓨터게임시설제공업,ON(온)PC,"경기도 고양시 일산동구 중앙로 1048, 2층 (백석동, 일산르메이에르프라자)",
인터넷컴퓨터게임시설제공업,ONE TOP PC방,"경기도 고양시 일산서구 대화2로 120, 2층 (대화동, 제나동호)",
인터넷컴퓨터게임시설제공업,광장PC,"경기도 고양시 일산동구 중앙로1261번길 77, 109호 (장항동, 메트로폴리스)",
인터넷컴퓨터게임시설제공업,K-TOP PC방,"경기도 고양시 덕양구 통일로 760, 227-230호 (관산동, 더퍼스트프라임)",
인터넷컴퓨터게임시설제공업,NIC PC cafe,"경기도 고양시 덕양구 화신로260번길 41, 401-406호 (화정동, 동성골드프라자)",
인터넷컴퓨터게임시설제공업,7(세븐)PC,"경기도 고양시 덕양구 호국로789번길 6, 5층 (주교동, 중앙빌딩)",
인터넷컴퓨터게임시설제공업,프랜드(FrieND)PC방,"경기도 고양시 일산서구 중앙로 1563, 303호 (대화동, 영림브레아)",
인터넷컴퓨터게임시설제공업,ACE PC방,"경기도 고양시 일산동구 무궁화로 18, 103호 (장항동, 남정 씨티프라자 1)",
인터넷컴퓨터게임시설제공업,황제PC,경기도 고양시 덕양구 지도로 121 (토당동),
인터넷컴퓨터게임시설제공업,대박PC,"경기도 고양시 덕양구 토당로 137, 103호 (토당동, 선정빌딩)",
인터넷컴퓨터게임시설제공업,장풍PC랜드,"경기도 고양시 덕양구 마상로134번길 60, 1층 (주교동, 덕우빌딩)",
인터넷컴퓨터게임시설제공업,3pop PC,"경기도 고양시 덕양구 중앙로558번길 13, 201-203호 (행신동, 능곡 삼성프라자)",
인터넷컴퓨터게임시설제공업,스타덤PC방 일산후곡마을점,"경기도 고양시 일산서구 일산로 579, 지하1층 102,103호 (일산동)",
인터넷컴퓨터게임시설제공업,웨돔PC,"경기도 고양시 일산동구 중앙로1261번길 57, 1층 108-1호 (장항동, 대명레이크프라자 1)",
인터넷컴퓨터게임시설제공업,준PC방,"경기도 고양시 덕양구 충장로 140, 501,507,508호 (행신동, 썬프라자)",
인터넷컴퓨터게임시설제공업,스타덤pc 토당본점,"경기도 고양시 덕양구 행당로 1, 지하층 (토당동, 신명빌딩)",
인터넷컴퓨터게임시설제공업,골드PC,경기도 고양시 덕양구 화중로130번길 5-11 (화정동),
인터넷컴퓨터게임시설제공업,황제PC,"경기도 고양시 덕양구 용현로5번길 50, 108호 (행신동, 행신동리치빌1차)",
인터넷컴퓨터게임시설제공업,쿠거존PC화정점,"경기도 고양시 덕양구 화신로272번길 30, 401,402호 (화정동)",
인터넷컴퓨터게임시설제공업,킹 PC,"경기도 고양시 일산동구 일산로 38, 102호 (백석동, 우림오피스텔)",
인터넷컴퓨터게임시설제공업,PLAYZONE VR,"경기도 고양시 일산동구 정발산로 31-17, 4층 401호 (장항동)",031-906-1369
인터넷컴퓨터게임시설제공업,조아PC,"경기도 고양시 일산동구 무궁화로 7-63, 우인아크리움빌II 108호 (장항동)",
인터넷컴퓨터게임시설제공업,피씨앤푸드 고양점,"경기도 고양시 덕양구 혜음로 68, 3층 (고양동)",
인터넷컴퓨터게임시설제공업,무한PC,"경기도 고양시 덕양구 화중로130번길 48, 105호 (화정동, 삼원프라자)",
인터넷컴퓨터게임시설제공업,쓰리제이 PC,"경기도 고양시 일산동구 중앙로 1080, 403호 (백석동, 남정골드프라자)",
인터넷컴퓨터게임시설제공업,POW PC,"경기도 고양시 일산서구 원일로 117, 202,203호 (일산동, MEGACITY)",
인터넷컴퓨터게임시설제공업,따봉PC,"경기도 고양시 일산서구 일중로 74, 지하1층 (일산동)",
인터넷컴퓨터게임시설제공업,포도PC,"경기도 고양시 덕양구 마상로114번길 41, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,현대PC,"경기도 고양시 덕양구 토당로 18, 101호 (토당동, 피렌체뷰)",
인터넷컴퓨터게임시설제공업,보물PC방,"경기도 고양시 덕양구 토당로 66-1, 101호 (토당동)",
인터넷컴퓨터게임시설제공업,화정바닐라PC,"경기도 고양시 덕양구 화신로272번길 29, 308호 (화정동, 현대프라자)",
인터넷컴퓨터게임시설제공업,로얄PC,"경기도 고양시 덕양구 서정마을2로7번길 44, 1층 (행신동)",
인터넷컴퓨터게임시설제공업,프리미엄PC,"경기도 고양시 일산동구 정발산로42번길 60, 103호 (장항동)",
인터넷컴퓨터게임시설제공업,여우PC,"경기도 고양시 덕양구 지도로 109 (토당동, 덕용빌딩)",
인터넷컴퓨터게임시설제공업,불꽃PC,"경기도 고양시 일산서구 일중로 89, 2층 (일산동)",
인터넷컴퓨터게임시설제공업,킹스맨PC,"경기도 고양시 덕양구 권율대로 902, 501-502호 (신원동, 테마프라자)",
인터넷컴퓨터게임시설제공업,스포플레이 PC카페,"경기도 고양시 일산동구 중앙로1275번길 60-21, 201호 (장항동, 크리스탈빌딩)",
인터넷컴퓨터게임시설제공업,제닉스 아레나 PC방,"경기도 고양시 덕양구 화신로260번길 31, 501호 (화정동, 백양빌딩)",
인터넷컴퓨터게임시설제공업,PC타임,"경기도 고양시 덕양구 신원로 40-46, 106호 (신원동, 삼송원프라자)",
인터넷컴퓨터게임시설제공업,대박PC클럽,"경기도 고양시 일산서구 산현로 8, 1층 (일산동)",
인터넷컴퓨터게임시설제공업,참소랑PC,"경기도 고양시 일산동구 무궁화로 20-38, 122호 (장항동, 로데오탑)",
인터넷컴퓨터게임시설제공업,탄현 PC,"경기도 고양시 일산서구 산현로17번길 2, 1층 102호 (탄현동, 탄현마을 상가동)",
인터넷컴퓨터게임시설제공업,WITH MATCH PREMIUM PC방,"경기도 고양시 일산동구 위시티로 75, 204~206호 (식사동)",
인터넷컴퓨터게임시설제공업,미노스 피시카페,"경기도 고양시 덕양구 삼송로 8, 4층 402,403,404호 (원흥동)",
인터넷컴퓨터게임시설제공업,대화 PC,"경기도 고양시 일산서구 중앙로 1575, 202호 (대화동)",
인터넷컴퓨터게임시설제공업,대박PC,"경기도 고양시 덕양구 행신로 289, 2층 (행신동)",
인터넷컴퓨터게임시설제공업,3POP PC CAFE,"경기도 고양시 일산서구 일산로 547, 일신1조합상가 지하1층 B101~103호 (일산동)",
인터넷컴퓨터게임시설제공업,NIC PC방,"경기도 고양시 일산서구 일현로 42, 탄현프라자 502~505호 (탄현동)",
인터넷컴퓨터게임시설제공업,3POP PC방,"경기도 고양시 일산동구 무궁화로 31-16, 남정시티프라자 201, 209호 (장항동)",
인터넷컴퓨터게임시설제공업,짱 PC,"경기도 고양시 일산동구 무궁화로 32-34, 라페스타C 109호 (장항동)",
인터넷컴퓨터게임시설제공업,드림PC,"경기도 고양시 덕양구 중앙로557번길 8-19, 원스톱 라이프상가II 201호 (행신동)",
인터넷컴퓨터게임시설제공업,캠프VR 일산웨스턴돔점,"경기도 고양시 일산동구 정발산로 23, 호수빌딩 402호 (장항동)",
인터넷컴퓨터게임시설제공업,강남PC,경기도 고양시 덕양구 혜음로 55 (고양동),
인터넷컴퓨터게임시설제공업,라이또PC방 고양본점,"경기도 고양시 덕양구 삼송로 12, 410~412호 (원흥동)",
인터넷컴퓨터게임시설제공업,아이센스리그PC 웨스턴돔점,"경기도 고양시 일산동구 정발산로 27, 진원프라자 403~405호 (장항동)",
인터넷컴퓨터게임시설제공업,바닐라 PC,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2 B동 117호 (장항동)",
인터넷컴퓨터게임시설제공업,원PC,"경기도 고양시 덕양구 토당로162번길 41, 104호 (토당동)",
인터넷컴퓨터게임시설제공업,럭키 PC,"경기도 고양시 일산서구 경의로789번길 20, 1층 (덕이동)",
인터넷컴퓨터게임시설제공업,내유동PC클럽,"경기도 고양시 덕양구 유산길37번길 9, 102동 B101호 (내유동, 미성빌라)",
인터넷컴퓨터게임시설제공업,수작PC,"경기도 고양시 덕양구 마상로134번길 71, 정하빌딩 1층 (주교동)",
인터넷컴퓨터게임시설제공업,조커 PC,"경기도 고양시 일산서구 원일로 87, 1층 (일산동)",
인터넷컴퓨터게임시설제공업,구찌PC방,"경기도 고양시 일산서구 원일로 104, 1층 (일산동)",
인터넷컴퓨터게임시설제공업,바닐라PC,"경기도 고양시 덕양구 토당로 52, 115호 (토당동)",
인터넷컴퓨터게임시설제공업,레이스PC,"경기도 고양시 덕양구 지도로35번길 9, 1층 (토당동)",
인터넷컴퓨터게임시설제공업,부엉이PC,"경기도 고양시 덕양구 행당로33번길 4, 102호 (행신동)",
인터넷컴퓨터게임시설제공업,바닐라PC,"경기도 고양시 덕양구 용현로5번길 24, 백산오피스텔 104호 (행신동)",
인터넷컴퓨터게임시설제공업,WIN PC,"경기도 고양시 일산동구 무궁화로 43-33, 동하넥서스빌 103호 (장항동)",
인터넷컴퓨터게임시설제공업,고래PC클럽,"경기도 고양시 덕양구 통일로 776-3, 1층 (관산동)",
인터넷컴퓨터게임시설제공업,원당PC,"경기도 고양시 덕양구 호국로789번길 28, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,스위티2PC,"경기도 고양시 덕양구 충장로 134, 아이프라자 304~305호 (행신동)",
인터넷컴퓨터게임시설제공업,피에스타PC방 고양토당점,"경기도 고양시 덕양구 지도로 106, 성서빌딩 지하1층 (토당동)",
인터넷컴퓨터게임시설제공업,파워PC,"경기도 고양시 일산서구 산현로 15, 무광프라자 105호 (탄현동)",
인터넷컴퓨터게임시설제공업,여우 PC,"경기도 고양시 일산서구 일현로 43, 나산프라자 1층 (탄현동)",
인터넷컴퓨터게임시설제공업,위너PC,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2 비동 112호 (장항동)",
인터넷컴퓨터게임시설제공업,피에스레이싱,"경기도 고양시 덕양구 화신로272번길 29, 현대프라자 402호 (화정동)",
인터넷컴퓨터게임시설제공업,땡큐PC,"경기도 고양시 일산서구 덕이로 10-4, 양우씨네플렉스 1층 2H-109호 (덕이동)",
인터넷컴퓨터게임시설제공업,고래PC,"경기도 고양시 일산서구 일중로 59, 일산마샬빌딩 102호 (일산동)",
인터넷컴퓨터게임시설제공업,만복이PC방,"경기도 고양시 덕양구 호국로777번길 35, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,히든PC,"경기도 고양시 일산동구 정발산로42번길 60, 111호 (장항동)",
인터넷컴퓨터게임시설제공업,와우 PC방,"경기도 고양시 일산동구 중앙로 1160, 화랑복합빌딩 201호 (마두동)",
인터넷컴퓨터게임시설제공업,맥스피드 PC 라페스타점,"경기도 고양시 일산동구 고봉로 26-32, 양우로데오랜드 501,503호 (장항동)",
인터넷컴퓨터게임시설제공업,행운PC,"경기도 고양시 덕양구 행당로 9, 홍현빌딩 1층 (토당동)",
인터넷컴퓨터게임시설제공업,OX PC,"경기도 고양시 덕양구 마상로154번길 16, 지하1층 (성사동)",
인터넷컴퓨터게임시설제공업,골드PC,"경기도 고양시 덕양구 의장로 122, 108호 (도내동)",
인터넷컴퓨터게임시설제공업,VIP PC,"경기도 고양시 일산서구 고봉로 291, 에이스스타디움 112호 (일산동)",
인터넷컴퓨터게임시설제공업,대박PC,"경기도 고양시 일산동구 중앙로 1048, 일산르메이에르프라자 1층 123호 (백석동)",
인터넷컴퓨터게임시설제공업,바닐라PC방,"경기도 고양시 덕양구 토당로168번길 7-4, 동아4빌딩 104호 (토당동)",
인터넷컴퓨터게임시설제공업,아이센스리그PC방 일산탄현점,"경기도 고양시 일산서구 산현로 7, 302,303,304호 (탄현동)",
인터넷컴퓨터게임시설제공업,지니,"경기도 고양시 일산동구 장항로 241, 1층 (장항동)",
인터넷컴퓨터게임시설제공업,뽀빠이PC,"경기도 고양시 덕양구 원당로59번길 3-5, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,쇼타임PC방 마두점,"경기도 고양시 일산동구 일산로 247, 봄빛빌딩 지하1층 (마두동)",
인터넷컴퓨터게임시설제공업,대박PC클럽,"경기도 고양시 덕양구 호국로 781, 301호 (주교동)",
인터넷컴퓨터게임시설제공업,셰프PC대화본점,"경기도 고양시 일산서구 킨텍스로 289, 2층 (대화동)",
인터넷컴퓨터게임시설제공업,스타PC방,"경기도 고양시 덕양구 보광로12번길 24, 1층 (고양동)",
