구분,단지명,지번,도로명주소,사업승인일,사용검사일,건물유형,층수,동수,세대수,관리소전화,fax,연면적(㎡),승강기
의무적,강선마을9단지(화성),주엽동 60,"경기도 고양시 일산서구 강성로 62  (주엽동, 강선마을9단지아파트)  ",1991-07-29,1993-11-30,아파트,13-19,10,860,031-911-0584,031-911-1683,92968.085,19
의무적,강선마을10단지(한양),주엽동 75,"경기도 고양시 일산서구 중앙로 1376  (주엽동, 강선마을10단지아파트)  ",1991-09-14,1998-04-04,주상복합,19-21,2,312,031-911-1181,031-814-1181,42323.729,4
의무적,강선마을11단지(태영),주엽동 73,"경기도 고양시 일산서구 중앙로 1388  (주엽동, 강선마을11단지아파트)  ",1991-09-14,1994-12-09,주상복합,23,2,344,031-914-6508,031-914-6509,60496.51,4
의무적,강선마을12단지(두진),주엽동 83,경기도 고양시 일산서구 중앙로 1391  (주엽동) ,1991-09-14,1995-03-04,주상복합,22,2,309,031-912-7591,031-815-7591,69335.1,4
의무적,강선마을13단지(뉴서울),주엽동 81,"경기도 고양시 일산서구 중앙로 1371  (주엽동, 강선마을13단지아파트)  ",1991-09-14,1995-03-04,주상복합,24,2,288,031-915-0734,031-915-0735,130417.5847,2
의무적,강선마을14단지(두산),주엽동 101,"경기도 고양시 일산서구 강선로 33  (주엽동, 강선마을14단지아파트)  ",1991-07-29,1994-04-23,아파트,15-25,9,792,031-912-4159,031-812-4159,84814.446,16
의무적,강선마을15단지(보성),주엽동 84,"경기도 고양시 일산서구 강선로 30  (주엽동, 강선마을15단지아파트)  ",1991-07-29,1994-03-09,아파트,12월 23일,9,604,031-911-1616,031-911-4351,63844.97,19
의무적,강선마을16단지(동문),주엽동 86,"경기도 고양시 일산서구 주화로 7  (주엽동, 강선마을16단지아파트)  ",1991-07-29,1993-09-28,아파트,10월 15일,7,390,031-911-0767,031-911-2465,38487.68,15
의무적,강선마을17단지(동성),주엽동 90,"경기도 고양시 일산서구 호수로 710  (주엽동, 강선마을17단지아파트)  ",1991-07-29,1994-01-07,아파트,10월 17일,8,476,031-912-1116,031-911-8407,49884.78,12
의무적,강선마을19단지(우성),주엽동 98,"경기도 고양시 일산서구 강선로 9  (주엽동, 강선마을19단지아파트)  ",1991-07-29,1994-04-23,아파트,15-25,7,412,031-912-4225,031-817-4225,77560.254,12
비의무,국민주택,일산동 586-12,"경기도 고양시 일산서구 일청로 50  (일산동, 국민주택)  ",1983-12-0,1984-11-29,연립주택,3,2,24,,,1872,0
의무적,대화마을1단지(LG),대화동 1499외 1,"경기도 고양시 일산서구 대화1로 21  (대화동, 대화마을1단지아파트)  ",2000-04-26,2002-05-23,아파트,15-16,6,329,031-924-1212,031-819-9241,70001.644,11
의무적,대화마을2단지(한라),대화동 1580,"경기도 고양시 일산서구 대화2로 68  (대화동, 대화마을2단지아파트)  ",2000-02-03,2002-09-06,아파트,18-20,6,460,031-924-0034,031-924-0054,94416.207,12
의무적,대화마을3단지(동문),대화동 2573,"경기도 고양시 일산서구 대화1로 51  (대화동, 대화마을3단지아파트)  ",2000-07-14,2002-10-18,아파트,20,8,706,031-911-1058,031-911-1068,90939.473,18
의무적,"대화마을5,6단지(일신건영)",대화동 2570외 1,"경기도 고양시 일산서구 대화2로 121  (대화동, 대화마을6단지아파트)  ",2001-03-10,2003-08-04,아파트,20,14,1255,031-924-0402,031-924-0403,166416.1223,34
의무적,대화마을7단지(양우),대화동 2579,"경기도 고양시 일산서구 대화1로 70  (대화동, 대화마을7단지아파트)  ",2001-01-20,2003-06-30,아파트,11월 20일,8,655,031-912-6331,031-912-6332,84329.2677,19
의무적,"대화마을8,9,10단지(현대)",대화동 2580외 2,"경기도 고양시 일산서구 고양대로255번길 46  (대화동, 대화마을10단지아파트)  ",2001-03-19,2003-06-30,아파트,14-20,10,811,031-917-3036,031-917-3037,125212.631,24
의무적,덕이1차(동문),덕이동 1106,"경기도 고양시 일산서구 덕이로 281-9  (덕이동, 동문굿모닝힐아파트)  ",2000-03-07,2001-10-13,아파트,15,4,296,031-911-5842,031-911-5843,31812.678,10
의무적,덕이2차(동문),덕이동 1037,"경기도 고양시 일산서구 덕산로 282  (덕이동, 동문굿모닝힐아파트)  ",2000-11-17,2002-09-25,아파트,13-15,5,288,031-814-1037,031-814-1038,31801.5912,10
의무적,덕이3차(동문),덕이동 676-1,"경기도 고양시 일산서구 장자길118번길 27  (덕이동, 동문굿모닝힐아파트)  ",2000-10-13,2003-11-25,아파트,15,4,270,031-922-0201,031-922-0279,27814.211,9
의무적,덕이동 태영아파트,덕이동 1521,"경기도 고양시 일산서구 탄중로101번길 36  (덕이동, 태영아파트)  ",2001-02-24,2003-05-03,아파트,14-15,5,292,031-922-1512,031-922-1513,35181.56,10
의무적,동양라파크,덕이동 382-13,"경기도 고양시 일산서구 탄중로101번길 60  (덕이동, 동양라파크아파트)  ",1999-10-29,2002-02-28,아파트,12월 15일,5,200,031-923-6633,031-923-6634,37099.306,7
의무적,문촌마을1단지(우성),주엽동 1,"경기도 고양시 일산서구 대산로 184  (주엽동, 문촌마을1단지아파트)  ",1992-11-10,1994-12-19,아파트,10월 20일,14,892,031-915-5953,031-817-5954,96309.25,28
의무적,문촌마을2단지(라이프),주엽동 5,"경기도 고양시 일산서구 대산로 164  (주엽동, 문촌마을2단지아파트)  ",1992-09-03,1994-11-26,아파트,11월 15일,7,348,031-913-6359,031-917-0845,64136.315,13
의무적,문촌마을3단지(우성),주엽동 32,"경기도 고양시 일산서구 대산로 142  (주엽동, 문촌마을3단지아파트)  ",1992-04-02,1994-09-29,아파트,14-26,10,504,031-912-5156,031-915-1805,94923.99,15
의무적,문촌마을4단지(삼익),주엽동 29,"경기도 고양시 일산서구 대산로 141  (주엽동, 문촌마을4단지아파트)  ",1991-09-14,1994-10-08,아파트,14-25,10,540,031-912-7317,031-912-7314,105018.396,18
의무적,문촌마을5단지(쌍용한일),주엽동 6,"경기도 고양시 일산서구 대산로 161  (주엽동, 문촌마을5단지아파트)  ",1991-09-14,1994-05-09,아파트,11월 20일,8,432,031-912-9861,031-912-9864,77305.85,14
의무적,문촌마을6단지(기산쌍용),주엽동 8,"경기도 고양시 일산서구 대산로 183  (주엽동, 문촌마을6단지아파트)  ",1991-09-14,1994-05-19,아파트,10월 20일,8,624,031-912-9090,031-918-9578,57828.36,16
의무적(분양),문촌마을7단지(주공6~10동),주엽동 14,"경기도 고양시 일산서구 킨텍스로 340  (주엽동, 문촌마을7단지아파트)  ",1993-03-22,1995-09-29,아파트,15-20,5,505,031-916-1423,031-918-5050,34189.945,7
의무적(임대),문촌마을7단지(주공1~5동),주엽동 14,"경기도 고양시 일산서구 킨텍스로 340  (주엽동, 문촌마을7단지아파트)  ",1992-12-28,1995-09-02,아파트,10월 15일,5,645,031-916-1497,031-916-1498,34189.945,10
의무적,문촌마을19단지(신우),주엽동 126,"경기도 고양시 일산서구 킨텍스로 284  (주엽동, 문촌마을19단지아파트)  ",1992-04-02,1994-10-29,아파트,10월 18일,12,658,031-913-6138,031-813-6138,84920.53,24
의무적,문촌마을8단지(동아),주엽동 12,"경기도 고양시 일산서구 주엽로 161  (주엽동, 문촌마을8단지아파트)  ",1991-09-14,1994-06-03,아파트,14-19,10,738,031-913-1533,031-814-1533,77990.98,18
의무적(분양),문촌마을9단지(주공5~8동),주엽동 23,"경기도 고양시 일산서구 주엽로 156  (주엽동, 문촌마을9단지아파트)  ",1993-03-22,1995-09-02,아파트,15-20,4,416,031-916-0667,031-917-0668,26493.42,6
의무적(임대),문촌마을9단지(주공1~4동),주엽동 23,"경기도 고양시 일산서구 주엽로 156  (주엽동, 문촌마을9단지아파트)  ",1992-12-28,1995-09-02,아파트,10월 15일,4,496,031-911-4222,031-911-4223,26494.42,8
의무적,문촌마을10단지(동부),주엽동 17,"경기도 고양시 일산서구 중앙로 1470  (주엽동, 문촌마을10단지아파트)  ",1993-11-13,1996-10-29,주상복합,21-25,3,252,031-815-2315,031-919-2315,31200.086,6
의무적,문촌마을11단지(건영),주엽동 15,"경기도 고양시 일산서구 중앙로 1496  (주엽동, 문촌마을11단지아파트)  ",1994-12-16,1999-10-29,주상복합,17-20,4,262,031-915-8654,031-912-0463,76733.672,8
의무적,문촌마을12단지(유승그린),주엽동 138,"경기도 고양시 일산서구 중앙로 1493  (주엽동, 문촌마을12단지아파트)  ",1993-11-13,1996-11-01,주상복합,24-25,3,272,031-814-3760,031-814-3764,38171.225,5
의무적,문촌마을13단지(대우),주엽동 136,"경기도 고양시 일산서구 중앙로 1471  (주엽동, 문촌마을13단지아파트)  ",1993-09-17,1995-11-29,주상복합,15-19,4,254,031-917-6021,031-917-6021,33462.656,8
의무적,문촌마을14단지(세경),주엽동 133,"경기도 고양시 일산서구 킨텍스로 300  (주엽동, 문촌마을14단지아파트)  ",1994-03-03,1999-10-29,아파트,10월 15일,6,720,031-913-4334,031-912-3779,51168.66,6
의무적,문촌마을15단지(부영),주엽동 135,"경기도 고양시 일산서구 주엽로 123  (주엽동, 문촌마을15단지아파트)  ",1991-10-23,1993-10-28,아파트,11월 15일,7,547,031-912-8077,031-912-8078,37167.95,7
의무적,문촌마을16단지(뉴삼익),주엽동 117,"경기도 고양시 일산서구 주엽로 122  (주엽동, 문촌마을16단지아파트)  ",1992-04-02,1994-05-28,아파트,14-20,12,956,031-912-7342,031-912-7344,105050.96,30
의무적,문촌마을17단지(신안),주엽동 120,"경기도 고양시 일산서구 주엽로 98  (주엽동, 문촌마을17단지아파트)  ",1991-09-14,1994-12-05,아파트,15-20,11,504,031-914-6000,031-914-6001,80192.968,17
비의무,미주6차아파트,일산동 587-7,"경기도 고양시 일산서구 탄중로471번길 19  (일산동, 미주6차아파트)  ",1989-07-03,1989-12-23,아파트,5,2,85,,,7666.18,0
비의무,미주7차아파트,일산동 1978,경기도 고양시 일산서구 산현로 92번길 43,1990-02-01,1990-11-26,아파트,6,3,165,,,18971.91,0
의무적,미주8차아파트,일산동1998,"경기도 고양시 일산서구 산현로92번길 42  (일산동, 미주8차아파트)  ",1990-06-30,1991-10-19,아파트,13,2,179,031-921-7058,031-921-7058,12419.56,3
비의무,미주아파트,일산동 1735-0,"경기도 고양시 일산서구 일청로 92  (일산동, 미주아파트)  ",1988-12-31,1989-07-25,아파트,5,2,75,,,5477.6,0
의무적,산들마을3단지(대림),일산동 1654,"경기도 고양시 일산서구 고양대로 724-17  (일산동, 산들마을3단지아파트)  ",2000-07-14,2003-02-27,아파트,24-25,6,579,031-925-0204,031-925-0206,94915.961,12
의무적,산들마을5단지(동문),일산동 1670,"경기도 고양시 일산서구 일중로 30  (일산동, 산들마을5단지)  ",2002-03-09,2004-10-15,아파트,13-27,8,926,031-976-0932,031-976-0933,123275.9032,20
의무적,산들마을6단지(알포메),일산동 1686,"경기도 고양시 일산서구 고양대로 719-12  (일산동, 산들마을6단지)  ",2002-08-09,2005-03-22,아파트,22-25,5,466,031-975-5567,031-975-5568,59872.4,10
비의무,삼남아파트,일산동 587-1,"경기도 고양시 일산서구 일중로 107  (일산동, 삼남아파트)  ",1985-12-02,1986-09-05,아파트,5,2,95,,,6926.58,0
비의무,삼남연립,"일산동 583-19,-42","경기도 고양시 일산서구 고봉로329번길 27  (일산동, 삼남연립)  ",1985-10-10,1986-07-02,연립주택,3,2,57,,,2030.88,0
비의무,삼남연립,일산동 587-3,"경기도 고양시 일산서구 일중로 99  (일산동, 삼남연립)  ",1985-10-10,1986-07-02,연립주택,3,1,30,,,1822.8,0
의무적,삼성아파트,일산동1876,"경기도 고양시 일산서구 고봉로 351-17  (일산동, 삼성아파트)  ",1997-01-28,2000-11-03,아파트,11월 24일,7,378,"031-922-6445,031-817-6445",031-922-6444,63106.465,10
의무적,성저마을1단지(동익),대화동 2212,"경기도 고양시 일산서구 대산로 249  (대화동, 성저마을1단지아파트)  ",1993-05-27,1995-07-11,아파트,11월 15일,9,640,031-913-1454,031-919-1454,67833.19,23
의무적(분양),성저마을2단지(세경),대화동 2209,"경기도 고양시 일산서구 강성로 256  (대화동, 성저마을2단지아파트)  ",1996-11-23,2000-06-17,아파트,10월 15일,3,390,031-916-2133,031-816-2133,28752.19,4
의무적,성저마을3단지(풍림),대화동 2215,"경기도 고양시 일산서구 강성로 270  (대화동, 성저마을3단지아파트)  ",1994-04-25,1996-03-11,아파트,14-15,6,534,031-917-8367,031-917-8368,53553.06,13
의무적,성저마을4단지(삼익),대화동 2213,"경기도 고양시 일산서구 대산로 263  (대화동, 성저마을4단지아파트)  ",1993-03-29,1994-11-30,아파트,10월 15일,6,460,031-911-4331,031-919-4575,51281.22,14
의무적,성저마을5단지(건영),대화동 2095,"경기도 고양시 일산서구 성저로 9  (대화동, 성저마을5단지건영빌라)  ",1993-11-13,1996-05-08,연립주택,4,9,184,031-914-1312,031-911-7608,"30,674.35",0
의무적,성저마을6단지(건영),대화동 2083,"경기도 고양시 일산서구 성저로 25  (대화동, 성저마을6단지건영빌라)  ",1993-11-13,1996-04-12,연립주택,4,8,168,031-914-1312,031-911-7608,"22,758.13",0
의무적,성저마을7단지(건영),대화동 2081,"경기도 고양시 일산서구 성저로 47  (대화동, 성저마을7단지건영빌라)  ",1993-11-13,1996-04-17,연립주택,4,12,248,031-911-7112,031-811-7112,34668.06,0
비의무,성저마을8단지(건영),대화동 2073,"경기도 고양시 일산서구 성저로 75  (대화동, 성저마을8단지건영빌라)  ",1993-11-13,1996-03-18,연립주택,4,4,80,031-915-7856,,10247.72,0
의무적,성저마을9단지(건영),대화동 1997,"경기도 고양시 일산서구 성저로 91  (대화동, 성저마을9단지건영빌라)  ",1993-11-13,1996-02-29,연립주택,4,12,248,031-914-6712,031-923-6712,34020.03,0
비의무,성저마을10단지(건영),대화동 2000,"경기도 고양시 일산서구 성저로 107  (대화동, 성저마을10단지건영빌라)  ",1993-11-13,1996-02-15,연립주택,4,6,120,031-915-6306,031-915-6306,17430.12,0
의무적,성저마을11단지(건영),대화동 2002,"경기도 고양시 일산서구 성저로 121  (대화동, 성저마을11단지건영빌라)  ",1993-11-13,1996-02-02,연립주택,4,7,152,031-813-8787,031-912-9344,20387.5,0
비의무,성저마을12단지(건영),대화동 2003,"경기도 고양시 일산서구 일산로636번길 52  (대화동, 성저마을12단지건영빌라)  ",1993-11-13,1996-01-23,연립주택,4,5,80,031-915-6906,031-916-6907,11343.66,0
비의무,성저마을13단지(건영),대화동 2026,"경기도 고양시 일산서구 일산로636번길 24  (대화동, 성저마을13단지건영빌라)  ",1993-11-13,1996-03-26,연립주택,4,8,144,031-915-6712,031-816-8787,18039.29,0
비의무,성저마을14단지(건영),대화동 2111,"경기도 고양시 일산서구 일산로635번길 21  (대화동, 성저마을14단지건영빌라)  ",1993-09-18,1995-12-30,연립주택,4,7,76,031-919-6712,031-913-6712,17165.6,0
의무적,문촌마을18단지(대원),주엽동 128,"경기도 고양시 일산서구 주엽로 97  (주엽동, 문촌마을18단지아파트)  ",1993-03-29,1995-10-28,아파트,11월 19일,7,378,031-917-3193,031-814-8788,71590.08,13
비의무,성저마을15단지(건영),대화동 2115,"경기도 고양시 일산서구 대산로212번길 26  (대화동, 성저마을15단지건영빌라)  ",1993-11-13,1996-04-18,연립주택,3,9,96,031-915-8788,,21590.12,0
비의무,세인아파트,일산동 587-5,"경기도 고양시 일산서구 탄중로471번길 5  (일산동, 세인아파트)  ",1985-04-12,1985-12-13,아파트,5,2,70,,,5120.04,0
비의무,신영아파트,일산동 1818-0,"경기도 고양시 일산서구 고봉로329번길 50  (일산동, 신영아파트)  ",1986-05-13,1987-02-19,아파트,5,2,120,,,7296.39,0
의무적,에이스9차아파트,일산동 583-66외1,"경기도 고양시 일산서구 고봉로329번길 6  (일산동, 에이스9차아파트)  ",1992-05-12,1994-10-28,아파트,18,4,332,031-977-3548,031-977-3547,11657.76,8
의무적,에이스10차아파트,일산동 2041,"경기도 고양시 일산서구 탄중로 518  (일산동, 에이스10차아파트)  ",1993-10-30,1996-10-30,아파트,16-20,5,658,031-919-1450,031-918-6620,83621.69,13
의무적,에이스11차아파트,일산동 2019,"경기도 고양시 일산서구 탄중로 523  (일산동, 에이스11차아파트)  ",1994-04-09,1996-11-29,아파트,18-19,2,272,031-919-0256,031-914-1555,33752.126,9
비의무,운진연립,일산동 591-8,"경기도 고양시 일산서구 일청로36번길 8  (일산동, 운진연립)  ",1985-03-21,1985-10-23,연립주택,3,2,45,,,3199.98,0
의무적,월드메르디앙일산주상복합,일산동 955-10,"경기도 고양시 일산서구 고양대로 648  (일산동, 월드메르디앙)  ",2002-09-24,2005-03-22,아파트,17,1,204,031-976-2977,031-976-3977,28022.48,4
비의무,유진스웰1차,일산동 2140,"경기도 고양시 일산서구 고양대로 638  (일산동, 유진스웰아파트)  ",2007-11-14,2010-05-31,아파트,14,2,79,031-975-1267,031-975-1268,15121.4723,3
의무적,유진스웰2차,일산동 2147,경기도 고양시 일산서구 일중로15번길 128  (일산동)  ,2007-11-14,2010-12-17,아파트,22-27,3,237,031-975-0877,031-975-0865,53320.363,6
비의무,인성빌라,일산동 584-1,"경기도 고양시 일산서구 일청로 57  (일산동, 인성빌라)  ",1985-02-29,1986-01-18,공동주택,3,1,21,,,1806.66,0
의무적,일산1차현대홈타운아파트,일산동 645,"경기도 고양시 일산서구 고양대로 685  (일산동, 일산1차현대홈타운)  ",1998-08-29,2001-03-30,아파트,14-26,5,341,031-923-5544,031-923-5545,44273.11,8
의무적,일산2차현대홈타운아파트,일산동 651-1외 2,"경기도 고양시 일산서구 고양대로 706-12  (일산동, 일산2차현대홈타운)  ",1999-11-29,2002-04-29,아파트,12월 26일,8,596,031-923-6565,031-816-3650,69213.58,18
의무적,일산3차현대홈타운아파트,일산동 600,"경기도 고양시 일산서구 일청로 45  (일산동, 일산3차현대홈타운)  ",2000-03-31,2002-08-30,아파트,18-25,6,496,031-923-0095,031-923-1195,67252.409,11
의무적,일산동문1차아파트,일산동1694,"경기도 고양시 일산서구 산현로 34  (일산동, 동문1차아파트)  ",1993-11-06,1996-08-09,아파트,13-20,5,586,031-919-5155,031-921-3289,70672.748,12
의무적,일산2차동문아파트,일산동 960-6,"경기도 고양시 일산서구 고양대로 620  (일산동, 동문굿모닝힐2차아파트)  ",1994-09-27,1997-10-20,아파트,21-25,6,667,031-922-0300,031-922-0308,"84,592.85",11
의무적,일산3차동문아파트,일산동 973-31,"경기도 고양시 일산서구 고양대로 596  (일산동, 동문굿모닝힐3차아파트)  ",1995-04-20,1997-10-20,아파트,18-20,2,222,031-922-0300,031-922-0308,"26,388.11",5
의무적,일산5차동문아파트,일산동 600-32,"경기도 고양시 일산서구 탄중로 501  (일산동, 일산5차동문아파트)  ",1997-01-07,2000-09-16,아파트,11월 25일,7,427,031-921-0032,031-921-0034,60436.37,11
의무적,일산대우푸르지오,일산동 1945,"경기도 고양시 일산서구 일청로 75  (일산동, 일산푸르지오)  ",2008-12-31,2013-08-06,아파트,24,13,589,031-912-9500,031-912-9965,87036.11,18
의무적,일산동양아파트,일산동 955-2,"경기도 고양시 일산서구 고양대로 633  (일산동, 동양아파트)  ",2001-08-21,2004-04-29,아파트,19-25,11,954,031-976-0813,031-976-0814,142262.726,22
비의무,일산동원아파트 가동,일산동 1833-0,"경기도 고양시 일산서구 고봉로329번길 34  (일산동, 동원아파트)  ",1988-02-29,1989-09-09,아파트,5,1,60,,,3570.6,0
비의무,일산동원아파트 나동,일산동 1858-0,"고양시 일산서구 고봉로329번길 28-6 (일산동, 동원아파트)  ",1988-02-29,1989-09-09,아파트,5,1,25,,,1655.35,0
의무적,일산두산위브더제니스,탄현동 1640,"경기도 고양시 일산서구 일현로 97-11  (탄현동, 일산 위브더제니스)  ",2009-09-09,2013-04-26,아파트,51~59,8,2700,031-911-8111,031-900-7901,659965.6082,71
의무적,일산메가시티(푸른),일산동 576-20,경기도 고양시 일산서구 원일로 117  (일산동),1996-07-25,2003-05-26,주상복합,15,1,178,070-4187-6060,031-914-6070,15539.7,3
의무적,일산쌍용아파트,일산동 576-4외 3,"경기도 고양시 일산서구 탄중로 447  (일산동, 쌍용아파트)  ",1994-11-24,1997-12-30,아파트,15-27,4,496,031-975-9768,031-975-9769,57653.759,9
비의무,일산중앙가든아파트,일산동 587-2,"경기도 고양시 일산서구 탄중로471번길 18  (일산동, 중앙가든아파트)  ",1988-10-14,1989-07-06,아파트,5,4,95,,,5857.11,0
의무적,"일산탄현신원1,2차아파트","일산동 2125,2121","경기도 고양시 일산서구 일현로 8  (일산동, 신원1차아파트)  ",2000-05-10,"2002-12-31,2003-01-30",아파트,25,6,304,031-922-6176,031-922-6177,26653.727(25597.01),7
의무적,일신건영1차휴먼빌아파트,일산동 1655,"경기도 고양시 일산서구 원일로21번길 22  (일산동, 휴먼빌1차아파트)  ",2001-07-25,2003-12-22,아파트,15-26,13,822,031-925-0102,031-814-0103,111229.535,23
의무적,일신건영2차휴먼빌아파트,일산동 1687,"경기도 고양시 일산서구 원일로21번길 21  (일산동, 휴먼빌2차아파트)  ",2004-10-06,2007-04-27,아파트,14-21,5,270,031-976-3399,031-976-3345,36718.5347,9
의무적,일신삼익아파트,일산동2120(탄현동 198외 3),"경기도 고양시 일산서구 원일로21번길 43  (일산동, 일신삼익아파트)  ",1997-02-03,2000-09-09,아파트,15-25,6,509,031-919-8906,031-919-8907,71621.449,13
의무적,임광진흥아파트,탄현동 1634,"경기도 고양시 일산서구 탄현로 133  (탄현동, 일산임광진흥아파트)  ",2007-02-20,2009-10-07,아파트,15,16,905,031-911-8973,031-911-8795,154289.9,28
의무적,장성마을1단지(동부),대화동 2228,"경기도 고양시 일산서구 주화로 211  (대화동, 장성마을1단지아파트)  ",1993-05-27,1995-11-29,아파트,14-19,6,410,031-916-5591,031-812-5591,43961.26,12
의무적,장성마을2단지(대명),대화동 2236,"경기도 고양시 일산서구 일산로 790  (대화동, 장성마을2단지아파트)  ",1993-05-27,1995-11-29,아파트,15-17,6,591,031-916-6443,031-919-6443,55329.47,7
의무적,장성마을3단지(건영),대화동 2234,"경기도 고양시 일산서구 일산로 808  (대화동, 장성마을3단지아파트)  ",1993-05-27,1996-02-29,아파트,09월 19일,7,354,031-917-3920,031-815-3920,68875.857,13
의무적,장성마을4단지(대명),대화동 2232,"경기도 고양시 일산서구 호수로 896  (대화동, 장성마을4단지아파트)  ",1993-05-27,1995-09-21,아파트,11월 15일,3,162,031-914-3458,031-914-5987,28606.97,6
비의무,정원빌라,일산동 592-49,"경기도 고양시 일산서구 탄중로471번길 37  (일산동, 정원빌라)  ",1985-03-12,1985-08-06,연립주택,3,3,66,,,5610.88,0
의무적,중앙하이츠빌,덕이동 1076,"경기도 고양시 일산서구 덕이로 238  (덕이동, 중앙하이츠빌아파트)  ",2000-04-25,2001-10-31,아파트,10월 15일,4,236,031-815-0594,031-815-0595,33750.563,9
비의무,철산아파트,덕이동 277-10,"경기도 고양시 일산서구 경의로 867  (덕이동, 철산아파트)  ",1988-03-17,1989-03-29,아파트,5,6,270,,,14685.39,0
의무적,"큰마을대림,현대아파트",탄현동 121외 6,"경기도 고양시 일산서구 일현로 140  (탄현동, 큰마을현대아파트)  ",1995-12-02,2001-12-17,아파트,20,28,2588,031-911-4177,031-911-4179,369458.769,66
의무적,탄현 쌍용아파트,탄현동 130,"경기도 고양시 일산서구 일현로 151  (탄현동, 쌍용스윗닷홈아파트)  ",2002-06-19,2005-01-20,아파트,14-20,3,214,031-924-7611,031-924-7612,34320.2241,6
의무적,탄현1차주은아파트,일산동1997,"경기도 고양시 일산서구 산현로92번길 20  (일산동, 탄현1차주은아파트)  ",1996-12-26,1999-12-10,아파트,19-20,2,228,031-917-7485,031-924-7488,27421.99,5
의무적,탄현마을1단지(경남),탄현동 1485,"경기도 고양시 일산서구 일현로 70  (탄현동, 탄현마을1단지아파트)  ",1993-01-25,1995-09-29,아파트,20,4,480,031-917-1205,031-917-1295,76624.221,12
의무적,탄현마을2단지(삼익),탄현동 1487,"경기도 고양시 일산서구 현중로 33  (탄현동, 탄현마을2단지아파트)  ",1992-08-21,1994-12-14,아파트,17-19,3,390,031-914-5511,031-813-5514,59357.56,11
의무적,탄현마을3단지(부영),탄현동 1484,"경기도 고양시 일산서구 홀트로 11  (탄현동, 탄현마을3단지아파트)  ",1992-12-02,1995-05-03,아파트,13-15,4,475,031-914-1344,031-914-1345,32295.859,8
의무적,탄현마을4단지(건영),탄현동 1481,"경기도 고양시 일산서구 홀트로 57  (탄현동, 탄현마을4단지아파트)  ",1992-07-20,1994-12-14,아파트,16-18,5,642,031-911-6005,031-915-9626,56739.63,7
의무적,탄현마을5단지(건영),탄현동 1477,"경기도 고양시 일산서구 현중로 61  (탄현동, 탄현마을5단지아파트)  ",1992-10-27,1995-02-28,아파트,17-18,5,624,031-914-9355,031-916-0399,60542.78,12
의무적,탄현마을6단지(현대),탄현동 1479,"경기도 고양시 일산서구 현중로 64  (탄현동, 탄현마을6단지아파트)  ",1992-05-21,1994-10-21,아파트,14-17,8,968,031-913-6408,031-913-6409,104369.551,30
의무적,탄현마을7단지(부영),탄현동 1480,"경기도 고양시 일산서구 탄현로 64  (탄현동, 탄현마을7단지아파트)  ",1992-12-02,1995-05-03,아파트,11월 15일,6,726,031-914-1342,031-914-1343,55088.611,6
의무적,탄현마을8단지(동성),탄현동 1476,"경기도 고양시 일산서구 일현로 128  (탄현동, 탄현마을8단지아파트)  ",1992-07-01,1994-10-21,아파트,16-17,6,652,031-915-1757,031-915-5598,86010.23,20
의무적,탄현마을9단지(일신건영),탄현동 1473,"경기도 고양시 일산서구 탄현로 80  (탄현동, 탄현마을9단지아파트)  ",1992-05-21,1994-10-21,아파트,17-18,5,416,031-914-1443,031-915-1443,35740.375,8
의무적,탄현마을10단지(동문),탄현동 1470,"경기도 고양시 일산서구 탄현로 93  (탄현동, 탄현마을10단지아파트)  ",1993-04-20,1995-06-20,아파트,17-18,4,350,031-915-9062,031-817-9062,39984.72,10
의무적,탄현마을11단지(동신),탄현동 1578,"경기도 고양시 일산서구 산현로17번길 38  (탄현동, 탄현마을11단지아파트)  ",1997-11-12,2000-11-15,아파트,18-24,7,516,031-921-4264,031-817-4264,64396.748,13
의무적,탄현마을12단지(서광),탄현동 1579,"경기도 고양시 일산서구 산현로17번길 12  (탄현동, 탄현마을12단지아파트)  ",1997-11-15,2000-09-27,아파트,16-22,3,308,031-921-6222,031-921-6223,38701.97,8
의무적,탄현마을13단지(삼환),탄현동 1584,"경기도 고양시 일산서구 현중로 13  (탄현동, 탄현마을13단지아파트)  ",1997-11-12,2000-12-09,아파트,16-23,6,396,031-921-2313,031-921-1584,59192.708,10
의무적,탄현마을14단지(주은),탄현동 1582,"경기도 고양시 일산서구 산현로 45  (탄현동, 탄현마을14단지아파트)  ",1997-11-12,2000-09-27,아파트,17-22,3,232,031-921-7447,031-817-7447,27851.224,6
의무적,탄현마을15단지(효성),탄현동 1583,"경기도 고양시 일산서구 현중로 5  (탄현동, 탄현마을15단지아파트)  ",1997-11-12,2000-09-22,아파트,16-19,3,241,031-922-8599,031-922-8598,37389.294,7
의무적,탄현마을16단지(풍림),탄현동 1585,"경기도 고양시 일산서구 현중로 10  (탄현동, 탄현마을16단지아파트)  ",1997-11-12,2000-10-13,아파트,16-23,7,980,031-816-2284,031-816-2285,94540.832,24
의무적,"태영아파트(1,2차)",일산동 954외1(954-5),"경기도 고양시 일산서구 고양대로 624  (일산동, 일산태영데시앙1,2단지아파트)  ",2000-08-01,2002-10-10,아파트,16-22,9,636,031-812-2244,031-812-4422,48773.283,17
비의무,평일아파트,일산동 586-21,"경기도 고양시 일산서구 탄중로 473  (일산동, 평일아파트)  ",1986-02-19,1987-11-19,아파트,4,2,48,,,2943.54,0
